expert_opinion,white,green,brown,purple,black,blue,pink,violet,warm_white,red,orange,lime,navy,magenta,gray,mint,coral,beige
0,dzialalnosc_gospodarcza,2628,14569846065300.223,102540638923400.0,,0.0,0.004555112564494376,-2411394007797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
0,sp_zoo,580,,,,,,,,,,,,,,,,C
0,dzialalnosc_gospodarcza,1413,,,,,,,,,,,,,,,,C
1,dzialalnosc_gospodarcza,2533,397768322393924.0,236484581499060.0,95.64469854390993,1.973412467524e-06,0.00018871877237192503,21487425259769.0,20164.0,-238297403406592.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,E
0,dzialalnosc_gospodarcza,445,37601155129508.0,-192793549729942.0,0.09349103371901998,0.011021131929333242,0.001034384020006181,54806506467216.0,0.0,-55441553493536.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1,dzialalnosc_gospodarcza,2260,746005924182905.0,169519072917740.0,,0.0,0.00020857090535315314,689624706865796.0,0.0,-8136237840000.0,1.0,0.0,0.011934185334227788,0.0,-274925432220000.0,0.0,106334223359583.0,E
1,sp_zoo,1285,3561339913840393.0,-5655256587068663.0,0.03211388628802368,0.027773114417960976,0.0008978862460593999,-22846305023676.0,0.0,0.0,0.0,0.0,0.006944444388888888,0.0,0.0,0.0,-9521971692000.0,E
0,sp_zoo,549,59225123094820.0,-10480984495682.0,10.223287954751429,1.8245746422016e-05,0.00018655183942330403,0.0,0.0,0.0,0.0,0.0,0.05891224451409181,0.0,0.0,0.0,0.0,C
0,dzialalnosc_gospodarcza,2173,,,,,,,,,,,,,,,,C
1,dzialalnosc_gospodarcza,724,243374602756048.0,-3443820024592748.0,0.0006429014895011549,0.11845506631922832,7.9799010611741e-05,0.0,0.0,-2734678792736.0,1.0,0.0,0.6454817730139528,0.0,0.0,0.0,0.0,E
1,dzialalnosc_gospodarcza,493,7824507798848.0,27883492882824.0,,0.0,4.131527669306841,145812604040000.0,640000000000.0,-1017073480000.0,4.0,0.0,0.0,0.0,0.0,7826446400000.0,0.0,E
1,sp_zoo,949,415692238052048.0,217510139203162.0,29564.380640411757,1.0610915353599999e-07,0.003136860670540756,941673500000000.0,0.0,-150390900040000.0,4.0,0.0,0.0,0.0,615945204549000.0,-15643292800000.0,0.0,E
0,dzialalnosc_gospodarcza,549,1.9155287715048664e+16,85866482668194.0,,0.0,3.6041956347410003e-06,2249761760000.0,717007578169.0,-43649681067040.0,9.0,0.0,0.0,0.0,0.0,46222289760000.0,0.0,C
0,dzialalnosc_gospodarcza,724,2320999723267049.0,275036385429468.0,465.16177595106177,3.9165993215999995e-08,1.8203640128083998e-05,483612060821316.0,10000.0,-78107375088960.0,25.0,0.0,0.0,0.0,0.0,-148579728250000.0,0.0,C
0,dzialalnosc_gospodarcza,333,218375834660.0,4048675515056.0,,0.0,7.876226841420999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
0,sp_zoo,808,,,,,,,,,,,,,,,,C
1,sp_zoo,765,,,,,,,,,,,,,,,,E
1,sp_cywilna,1108,,,,,,,,,,,,,,,,E
0,dzialalnosc_gospodarcza,853,1974921955665860.0,43842869315068.0,0.5026856332747318,9.248995880889999e-07,4.6319127214086403e-07,3793929428100.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,C
0,dzialalnosc_gospodarcza,613,2.382323317882331e+16,-1209959893021840.0,0.000799497520963949,0.000134825562096481,1.112137412239333e-07,-5021369851960000.0,0.0,-9710100700984.0,9.0,1.0,0.708402778338889,4.0,5085924834994007.0,-601145241138000.0,0.0,C
1,dzialalnosc_gospodarcza,325,44462198265028.0,91769428516162.0,4.310974011258426,4.176713777401001e-06,1.8000447389149e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107429192716800.0,0.0,E
0,sp_zoo,1620,652620252733729.5,245319743231196.0,,0.0,0.0006623387655961489,279799676220689.0,0.0,-221272579819288.0,4.0,0.0,0.0,0.0,0.0,-15643292800000.0,0.0,C
1,sp_cywilna,388,3584997663459524.0,-572285725166296.0,0.005829184756390089,0.00021882651764179603,1.2917903155240004e-06,362844000000.0,2890000.0,-73711525903152.0,4.0,0.0,0.21006944413888878,9.0,1159992508404104.0,0.0,0.0,E
1,dzialalnosc_gospodarcza,325,13308269739524.0,-104197357523018.0,1.5348293466892795,0.002877718110830689,0.00442092395991774,36284040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E
0,dzialalnosc_gospodarcza,373,518174881673.0,9375209864256.0,399.97550547002345,8.317439999999999e-09,3.321724805381e-06,433055237769.0,0.0,-20896315415136.0,16.0,0.0,0.0,1.0,8060060919600.0,0.0,0.0,C
0,dzialalnosc_gospodarcza,765,2941540551249865.0,-4064760029518662.0,5370432.618108163,1.4641000000000002e-12,7.882750407028437e-06,16521133040400.0,1825201.0,-483754904024528.0,81.0,0.0,1.0,0.0,0.0,-397140524030480.0,-19643965222000.0,C
0,dzialalnosc_gospodarcza,1000,23139477680225.0,57448955845136.0,,0.0,0.0046690087192179245,-37800698040000.0,0.0,-61779162593688.0,1.0,0.0,7.0616476096321e-05,1.0,0.0,0.0,0.0,C
0,sp_zoo,613,6252955577136448.0,155272566328260.0,3109.4751102878377,1.8038101636e-08,5.6062584871925006e-05,0.0,0.0,-6841409116272.0,1.0,0.0,0.0,0.0,,395242320000000.0,0.0,C
1,dzialalnosc_gospodarcza,685,433968254366906.06,-299809370549118.0,0.09622889311101342,0.0010635000183771039,0.000102705580406276,90664299807641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E
0,sp_zoo,549,,,,,,,,,,,,,,,,C
1,sp_zoo,1053,,,,,,,,,,,,,,,,E
0,sp_zoo,405,2038156084518982.0,1183969850116918.0,7.879648546695209,1.234263228676e-06,9.718142613348374e-06,-174883582314096.0,0.0,-198826271238592.0,9.0,0.0,0.0,0.0,0.0,0.0,-24897081300000.0,C
0,dzialalnosc_gospodarcza,405,256958432322953.0,70982026946260.0,4.560845229816113,1.0544905333264002e-05,4.809532423314101e-05,-242729728314319.0,0.0,-12913463898112.0,1.0,0.0,0.0,0.0,221143847371179.0,0.0,0.0,C
1,sp_zoo,1413,,,,,,,,,,,,,,,,E
1,dzialalnosc_gospodarcza,349,207146984713.0,,,0.0,0.4848009630631941,18323430201.0,0.0,-23186168844000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E
1,dzialalnosc_gospodarcza,2005,,,,,,,,,,,,,,,,E
1,dzialalnosc_gospodarcza,1000,,,,,,,,,,,,,,,,E
0,dzialalnosc_gospodarcza,685,332377420087865.0,31345104523542.0,0.6226498245250226,0.00022712741513800598,0.00014159584285092501,27931502268900.0,0.0,-3252963872416.0,1.0,0.0,0.00718184434645217,0.0,-16668661106485.0,-110966203130776.0,0.0,C
0,sp_zoo,765,1358387192653509.5,215987573615924.0,9.691286804934802e-05,0.07469190011067968,8.126767656403998e-06,-1160865632799.0,378332989407.08417,-20901281577936.0,4.0,0.0,0.0,0.0,-126495667003446.0,0.0,-45303842400000.0,C
0,dzialalnosc_gospodarcza,613,3032171900993.0,11987931619224.0,21305.657890383234,2.2755952902390459e-07,0.004848079832944615,159010093162961.0,902500000000.0,-813663776.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,C
0,dzialalnosc_gospodarcza,1053,2386059304394660.0,330720229531602.0,,0.0,1.1631029460941e-05,-30812500000000.0,57335123424016.0,-353325387350096.0,81.0,0.0,0.000277777788888889,0.0,0.0,-64446082800000.0,0.0,C
1,sp_zoo,1165,,,,,,,,,,,,,,,,E
0,dzialalnosc_gospodarcza,349,41147453315408.0,-4200609271958.0,52.47791053593677,1.2111082089604001e-05,0.0006355775323964689,36323454540009.0,0.0,0.0,0.0,0.0,0.2542193351232258,1.0,0.0,0.0,0.0,C
0,sp_zoo,808,1.6547140710356826e+17,676250795028968.0,26660796.50414206,2.6244e-14,6.934877179490001e-07,427409012127225.0,0.0,-6792407999229596.0,16.0,0.0,0.0,0.0,,-7126521693316848.0,0.0,C
0,dzialalnosc_gospodarcza,424,2.453528667086599e+16,718698398819616.0,50.75476805409171,1.55968626787575e-06,7.914191533517602e-05,3702321247669604.0,250000.0,-8504383683232.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1,dzialalnosc_gospodarcza,2440,852818094385.0,15192401357914.0,0.055060599546033026,0.8642894883743242,0.04783586760315603,76427478090000.0,90000.0,-1580526807192.0,4.0,0.0,0.0,0.0,0.0,-27953376880000.0,0.0,E
1,dzialalnosc_gospodarcza,328,3731389809457633.0,59020637084394.0,351.4516650370137,2.0735999999999997e-10,7.1416438724e-08,175272541208576.0,921600000000.0,-17231604575520.0,1.0,0.0,0.0,0.0,-444880422569520.0,0.0,0.0,E
1,dzialalnosc_gospodarcza,1413,34312201313.0,1342093749608.0,16235.954926255605,3.0002050521e-06,0.04871081665068034,-7418405190000.0,0.0,-328719515872.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,E
0,dzialalnosc_gospodarcza,1165,3266276807759524.0,-233209303655426.0,0.013088926171616362,9.280561314348708e-05,1.2235934425000003e-06,69949013183504.0,4720239616.0,-52110546449424.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,C
0,dzialalnosc_gospodarcza,2533,1741290413565008.0,-295991453026080.0,0.019919556103652168,0.000179839525501476,3.606307043629e-06,654270380202921.0,0.0,-39282089794224.0,1.0,0.0,6.9444438888889e-05,0.0,0.0,0.0,0.0,C
1,dzialalnosc_gospodarcza,445,925833271411845.4,210292110658574.0,17269.985494750326,5.37289e-11,9.23176647661e-07,-152450358011484.0,54280146361.0,-1926796429229592.0,576.0,0.0,0.0,0.0,0.0,-139472671026280.0,0.0,E
1,sp_zoo,333,21488534266894.758,-115336416525782.0,0.011515147730848206,0.06688067445893232,0.0007788263271485,0.0,0.0,-50151072612304.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,E
1,dzialalnosc_gospodarcza,520,4136786757305.0,45015861930908.0,63654.56167190116,7.654150143999999e-07,0.04872161106061303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E
1,sp_zoo,1108,,,,,,,,,,,,,,,,E
1,dzialalnosc_gospodarcza,724,357202554375833.0,1907548682444848.0,,0.0,1.313722919876e-06,4064128295201.0,289000000000000.0,-228259577432096.0,16.0,0.0,0.0,0.0,-667567500837120.0,0.0,0.0,E
0,sp_zoo,424,48732616702649.0,19470790002122.0,2.6855833700228004e-05,0.30604023640563116,1.0135898247763998e-05,303988358827281.0,38950081.0,-6791372915408.0,1.0,0.0,0.0,1.0,0.0,1956311600000.0,-91300811152.0,C
0,dzialalnosc_gospodarcza,445,250959206359888.0,69583907394628.0,,0.0,0.00015498604503382102,451413125000000.0,41678039104.0,-150011203246752.0,25.0,0.0,0.0,1.0,-199408853113557.0,-3912023200000.0,-2139401110000.0,C
1,dzialalnosc_gospodarcza,388,14363380846049.0,23744550668154.0,0.007219638650776408,0.034959108773549595,0.000255970276359941,-11606784000000.0,0.0,-73557880341432.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,E
1,dzialalnosc_gospodarcza,724,5168043865913.0,1541333708458.0,,0.0,0.011607215492053844,14519636840004.0,0.0,-916526655232848.0,1.0,0.0,0.3690278632858765,0.0,0.0,-440870195482764.0,0.0,E
1,sp_zoo,349,,,,,,,,,,,,,,,,E
0,dzialalnosc_gospodarcza,388,4277745866465.0,-102912416559210.0,0.005378982172578069,0.007385552628020644,4.0366381227016e-05,13393879304804.0,0.0,-28234603954824.0,4.0,0.0,0.0,0.0,0.0,0.0,3905320200000.0,C
1,dzialalnosc_gospodarcza,580,1.4126341539215392e+16,-2392872510776860.0,0.2338137891126634,0.0013791069315962335,0.0003232037413223239,921044812668440.0,1440000.0,-1.7396512040560384e+16,25.0,0.0,0.0,4.0,0.0,-67389573375040.0,65094227683520.0,E
1,dzialalnosc_gospodarcza,853,37899299262112.35,68290527426990.0,1.9192992271194278,0.00025659698763602504,0.000492838760297684,4088807526225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98060580000000.0,0.0,E
0,sp_zoo,549,3219292334197888.0,154237426730678.0,68032.94500312876,2.78784e-09,0.00018959737125499605,-703317782470959.0,0.0,-43124169312.0,9.0,0.0,0.0,0.0,0.0,-311803266744032.0,-15131258704800.0,C
1,sp_komandytowa,648,40196006698048.0,77550835678208.0,,0.0,0.0024362423746865356,0.0,0.0,-406830892000.0,1.0,0.0,0.0,4.0,-25696797602752.0,0.0,0.0,E
0,dzialalnosc_gospodarcza,493,70662097842649.0,40166787106046.0,314.25982611291727,3.5630871105599997e-07,0.000111941799361925,-257977217916.0,0.0,-2034134460000.0,1.0,0.0,0.0,4.0,0.0,-38139338160000.0,-74241170176.0,C
1,dzialalnosc_gospodarcza,520,39610698389233.0,178777022238804.0,66.57079533502346,5.368743873025e-06,0.0003573843583674439,115488003809600.0,5954576040000.0,-162020551577280.0,36.0,0.0,0.0,0.0,,-81275860104876.0,-227452594080.0,E
1,sp_zoo,724,933243357074048.0,770046371922236.0,,0.0,0.0022705730127777993,0.0,0.0,0.0,0.0,0.0,0.19753086380246912,0.0,0.0,0.0,0.0,E
1,sp_zoo,549,154698496643249.0,73361438820222.0,,0.0,0.00012239857966222102,4550098195929.0,1000000.0,-5290679625432.0,1.0,0.0,0.0,4.0,0.0,-680553912200.0,0.0,E
1,dzialalnosc_gospodarcza,685,1330665423391393.0,34406539267700.0,3026.4014249307115,1.8225e-10,5.488548109250001e-07,-8161875000000.0,0.0,-22372729060000.0,1.0,0.0,0.0,0.0,0.0,-2699381568000.0,-160820722417.0,E
0,sp_komandytowa,808,,,,,,,,,,,,,,,,C
0,dzialalnosc_gospodarcza,388,,,,,,,,,,,,,,,,C
1,dzialalnosc_gospodarcza,1053,92044491553348.0,-4873117134218.0,28721267.826198317,4.98436e-11,0.0014308250412544041,117923422500.0,0.0,-3803375358926784.0,1.0,0.0,0.5690981841889812,0.0,0.0,-11733669600000.0,0.0,E
1,sp_zoo,349,119546583854720.0,156045203506884.0,,0.0,0.026359685049852505,0.0,0.0,0.0,0.0,0.0,0.00947607491878769,0.0,0.0,-3007438944376.0,0.0,E
0,sp_zoo,1549,,,,,,,,,,,,,,,,C
1,sp_zoo,3805,259880511156881.0,86547016426832.0,11.086985894131864,0.00012763517828547598,0.0014154693646770758,19496587664409.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,135120589309056.0,0.0,E
1,sp_zoo,2088,3787403364122713.0,117621524548250.0,,0.0,0.00015540170800138403,-1376257305577719.0,0.0,-25057049987200.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,E
1,sp_zoo,424,110499159549188.0,47229111866118.0,0.00244168714136642,0.02642604978514992,6.609291985692501e-05,0.0,8649.0,-1848216646504.0,1.0,0.0,0.0,0.0,0.0,-36272839936000.0,0.0,E
0,dzialalnosc_gospodarcza,580,64389648204880.0,62532802433616.0,1979.7638719853933,2.7688094726759998e-06,0.005481462268959305,-8563153392631.0,810000000000.0,-159827935512480.0,81.0,0.0,0.0,0.0,-303384843206272.0,137227791840000.0,-3895310200.0,C
1,dzialalnosc_gospodarcza,493,51766169643665.0,343093046992180.0,0.005312481621353925,0.0141731715542769,7.652717507326099e-05,102839780010000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-22924005767424.0,0.0,E
1,dzialalnosc_gospodarcza,765,30522178434368.0,51844329675222.0,0.002664938397223205,0.17668186446590556,0.00048193430030890394,4572419040000.0,0.0,-2656162795024.0,1.0,0.0,0.0,9.0,0.0,0.0,27757241400000.0,E
1,sp_zoo,1413,,,,,,,,,,,,,,,,E
1,dzialalnosc_gospodarcza,493,4357260571049.0,5252204539286.0,9624.144285504037,2.3175847656899998e-07,0.002230328043366701,0.0,0.0,0.0,0.0,0.0,0.04413530134171311,0.0,0.0,0.0,0.0,E
1,sp_zoo,1549,300450361855040.0,15171117383954.0,9011.587828902315,7.99236e-09,7.2002933083016e-05,-549084773365975.0,2500000000.0,-343058923740000.0,36.0,0.0,0.0808854475094689,0.0,0.0,41124543600000.0,-1090688872.0,E
1,dzialalnosc_gospodarcza,1108,39650220109988.0,35998578680354.0,294.9792561169007,3.14461871361e-07,9.273031669386402e-05,-38482883387839.0,0.0,-172834168063328.0,36.0,0.0,0.0,0.0,0.0,-143176675152832.0,0.0,E
0,dzialalnosc_gospodarcza,1224,724183622572624.0,-1503493522436032.0,0.000130242847659773,0.007726066139025935,1.1101607465e-06,0.0,4.0,-83393465135312.0,1.0,0.0,0.013611111188888867,16.0,0.0,0.0,0.0,C
1,dzialalnosc_gospodarcza,493,116345368832225.0,-292175000121060.0,0.004505418132179848,0.00835972961544425,3.8328137801683994e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E
1,dzialalnosc_gospodarcza,549,1.4282960150509944e+16,-3744721642557802.0,0.0017638907849491488,0.004735296818861049,8.585137898499997e-06,0.0,0.0,-579809943584688.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E
0,dzialalnosc_gospodarcza,2260,50237051533124.0,28792485309148.0,517.9140706724855,2.8782140408999997e-08,1.4892988191348998e-05,10671316515204.0,0.0,-163872048614400.0,4.0,0.0,0.0,0.0,0.0,-56107715180800.0,-52881423677320.0,C
1,sp_zoo,648,71383253134345.0,370767019654504.0,,0.0,0.000217739155841069,-912067875000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-174802195350000.0,E
1,dzialalnosc_gospodarcza,724,42362551794128.0,-45108253652608.0,0.06677400380537377,0.000387328535480896,2.5967007879988997e-05,-135391668900544.0,0.0,-301869971147520.0,1.0,0.0,0.027777777888888886,0.0,0.0,0.0,0.0,E
0,dzialalnosc_gospodarcza,468,2.060263669236362e+16,-365821186286268.0,0.7184213799835819,4.2726982681744005e-05,3.0719597957576e-05,4932201991124000.0,5062648501089.0,-1.0364276540222012e+16,9.0,0.0,0.003402777738888889,0.0,0.0,-12926189466000.0,-389432020000.0,C
1,dzialalnosc_gospodarcza,373,215673869860.0,231427961740.0,414.01654828436574,2.5386059017764e-05,0.010510495777359583,0.0,0.0,-2278227235200.0,4.0,1.0,0.007061648113833768,0.0,54490212637640.0,0.0,0.0,E
0,sp_zoo,388,4977449810426960.0,-4007479757181137.0,55830774.84856413,8.686240000000001e-13,4.8468375354829e-05,844843244424900.0,0.0,-985194412283088.0,4.0,0.0,1.0,0.0,,-28930027680000.0,0.0,C
0,dzialalnosc_gospodarcza,493,,,,,,,,,,,,,,,,C
1,sp_cywilna,580,,,,,,,,,,,,,,,,E
1,dzialalnosc_gospodarcza,373,66821846275393.0,-136817048209074.0,26.60556865877498,0.0008319232062002411,0.022138489100223962,-92372700437596.0,0.0,-75942199643664.0,9.0,0.0,8.1162243162081e-05,0.0,0.0,-105149284240000.0,-77906400.0,E
1,dzialalnosc_gospodarcza,900,1.754238107753027e+16,-1231977734269230.0,0.0017275293992621331,0.00030191032857148557,5.341919948238539e-07,554489705666721.0,62158354779249.0,-1875297643158720.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,E
0,dzialalnosc_gospodarcza,493,6.14625304815759e+16,434207356697754.0,519631.4828237835,1.01761e-11,5.276947562499999e-06,591520457594241.0,0.0,-7961040812898812.0,16.0,0.0,6.9444438888889e-05,0.0,0.0,-396390716430124.0,0.0,C
1,dzialalnosc_gospodarcza,1348,,,,,,,,,,,,,,,,E
0,sp_zoo,1285,,,,,,,,,,,,,,,,C
1,dzialalnosc_gospodarcza,2088,1143804917753267.2,158033450552668.0,3362.131854536592,2.61986596e-08,8.8050413553224e-05,20419136640324.0,0.0,-65673203218976.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,E
0,dzialalnosc_gospodarcza,549,163768763882113.0,113794800732768.0,,0.0,0.00020211615466043603,-3555447840000.0,276958007824.0,-193958729043488.0,25.0,0.0,0.0,0.0,0.0,-40435895370064.0,0.0,C
0,dzialalnosc_gospodarcza,853,664915991918249.0,9247113158574.0,0.30132223966080773,0.001334161606235329,0.0004028344470785959,363563013905625.0,0.0,-9261473168202336.0,4.0,0.0,0.0,0.0,0.0,-1068544027840000.0,0.0,C
1,sp_zoo,2005,14874830041124.0,9627358094556.0,14723.650783868941,6.7164423921e-08,0.0009887987198258,-19676465418471.0,10000.0,0.0,1.0,0.0,0.013129340201388888,0.0,0.0,-70294017600000.0,-7722110482920.0,E
1,dzialalnosc_gospodarcza,685,877975559033.0,27378528760590.0,,0.0,0.029738477223116434,-15252161707900.0,0.0,-42746985839200.0,4.0,0.0,0.0,0.0,-14437079560200.0,-1062975855084.0,0.0,E
0,dzialalnosc_gospodarcza,949,369466755593.0,34578771212092.0,20004055.83023353,1.16648640159784e-08,0.2333431996151557,0.0,0.0,-252645392398496.0,1.0,0.0,0.0,0.0,,0.0,0.0,C
0,dzialalnosc_gospodarcza,424,8391675909237305.0,25927255777352.0,0.3417025462402169,1.2890419244329e-05,4.406068974868579e-06,1363972080324.0,1089.0,-7916569926720.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1,dzialalnosc_gospodarcza,340,45933585451648.0,49441604110972.0,,0.0,0.001593240597611616,-712420918671.0,0.0,-62835315769944.0,4.0,0.0,0.0,0.0,-548566899184000.0,489059150000.0,0.0,E
1,sp_zoo,373,7565652765353.0,49871532544692.0,6.742960072374059,0.00032122349789868093,0.002166844688782541,0.0,0.0,-9357132984.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E
0,dzialalnosc_gospodarcza,724,5.031525047730307e+16,182522003127744.0,0.528999028243374,9.2791516689e-06,4.908643143924998e-06,10002908614400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1,dzialalnosc_gospodarcza,340,1965260060153.0,33254691164884.0,,0.0,0.10775999866054566,-63437932596799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E
1,dzialalnosc_gospodarcza,1348,1182447751217668.0,223633735518112.0,15738.046791754196,2.0127096899999998e-08,0.000316696622921684,307435046796096.0,0.0,-29694619173664.0,1.0,0.0,0.0,0.0,0.0,-4889904000000.0,-4913899811520.0,E
0,dzialalnosc_gospodarcza,808,6.474273663786657e+16,-318919904026590.0,0.000845473516968008,2.2844031288848997e-05,1.9603776901000003e-08,-828190664216256.0,26306251197444.0,-4222725512352264.0,49.0,0.0,0.0,100.0,0.0,343846445792000.0,-63695540376960.0,C
1,dzialalnosc_gospodarcza,424,3595914380782216.0,209702102401776.0,8.6994758136653e-05,0.000415948234146481,4.0176884389e-08,-236837002259964.0,448900000000.0,-1261169255200.0,4.0,0.0,0.0,0.0,0.0,-3473916384000.0,0.0,E
1,dzialalnosc_gospodarcza,349,376233213216848.0,24927453150598.0,0.24065573544329252,1.8013887252729002e-05,4.338180140140583e-06,0.0,0.0,0.0,0.0,0.0,0.0011298636847680249,0.0,,0.0,0.0,E
1,dzialalnosc_gospodarcza,520,1420031024460425.0,1169971248880562.0,2369.542275084026,1.1640925134399998e-07,0.0002757816912658759,19016170598564.0,0.0,-1221395613642400.0,9.0,0.0,0.0,0.0,1825718236754048.0,0.0,-5124398664000.0,E
1,dzialalnosc_gospodarcza,424,6739068553685924.0,272562461570592.0,24477569.527926575,3.2489999999999996e-11,0.000795971397588125,108481536000000.0,4284900000000.0,-2596107804209280.0,169.0,0.0,0.0,0.0,0.0,-717981150336351.0,-1945160100000.0,E
1,sp_zoo,333,220596311612249.0,62798461112116.0,8.008959850402132,1.019873772544e-06,8.160984064948997e-06,237059762937744.0,721380134281.0,-6863783017440.0,1.0,0.0,0.0,1.0,0.0,3912823200000.0,0.0,E
1,dzialalnosc_gospodarcza,445,7601553963182905.0,100861906746488.0,10562496.01951775,5.685160000000002e-13,5.998309829635999e-06,15842500182089.0,0.0,-21560501453664.0,1.0,0.0,0.0,9.0,,0.0,2927115150000.0,E
0,dzialalnosc_gospodarcza,1108,2609847295781250.5,-7240307560014633.0,1.1884916104549e-05,0.06103360022134285,9.75290101256e-07,0.0,0.0,0.0,0.0,0.0,0.8350178350903688,0.0,,-1564969216.0,0.0,C
1,dzialalnosc_gospodarcza,373,118684596845540.0,76014993879522.0,,0.0,3.437004324125e-06,-371073318795516.0,40000.0,-128731581549288.0,9.0,0.0,0.0,0.0,0.0,-299579854421560.0,0.0,E
0,dzialalnosc_gospodarcza,445,1.2915341197286104e+16,-1558982065582144.0,0.013619371442321861,0.0007815714835599945,1.0743963225703999e-05,49440967908996.0,934620524794664.6,-1.2819187006110316e+16,1.0,0.0,0.0,0.0,0.0,5986748173640.0,71032538631024.0,C
1,dzialalnosc_gospodarcza,445,964095173150948.0,287647204773444.0,298524.97144531953,1.1492099999999998e-09,0.0003426286181497962,-49756092144375.0,0.0,-153949812573792.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,E
1,dzialalnosc_gospodarcza,853,232144625318873.0,211636498726142.0,12.7507286306362,3.289275540496e-06,4.193083455850271e-05,-93325538978544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13688190237676.0,0.0,E
0,dzialalnosc_gospodarcza,1549,9.857922871820088e+16,-7777542279688372.0,0.10573716817645305,0.003459079303067832,0.00036705919944342096,0.0,0.0,-84830966248584.0,1.0,0.0,0.0,0.0,-3043291229907600.0,0.0,0.0,C
1,dzialalnosc_gospodarcza,340,22193950640094.25,26227777038696.0,0.12877287144033872,0.003944952015175609,0.0005096522104253795,61671658884416.0,0.0,-158920825071312.0,36.0,0.0,0.0,0.0,2281382397233.0,-33846704802376.0,0.0,E
0,dzialalnosc_gospodarcza,373,4.536883258309147e+16,552596428803352.0,273.6588415385794,8.770303770008126e-07,0.00023996699489032405,34924408899204.0,5760000000000.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,C
1,sp_zoo,765,,,,,,,,,,,,,,,,E
0,dzialalnosc_gospodarcza,685,1.2387821335285124e+16,-897380980031340.0,0.016190702569837453,0.00019309734302680622,3.149836896629e-06,1140568359500096.0,136423100800900.0,-154383498853920.0,9.0,0.0,0.0,0.0,0.0,0.0,35053217760000.0,C
0,sp_zoo,900,,,,,,,,,,,,,,,,C
0,dzialalnosc_gospodarcza,468,12039242334145.0,25951729196290.0,1512898.4935410297,1.43641e-09,0.0021718544322761805,0.0,0.0,-1017073480000.0,1.0,0.0,0.0,0.0,,0.0,0.0,C
0,dzialalnosc_gospodarcza,1000,23851776870608.0,125587190472208.0,3047.8219108378985,2.3313446560000002e-07,0.0007104686642228239,11906726218449.0,1525966090000.0,-117080172081064.0,121.0,0.0,0.0,0.0,,-144546754787664.0,-1105464376800.0,C
1,sp_zoo,853,120832663032383.2,187520493797096.0,5.711530045214899e-05,0.09224538342800101,6.1104018709839975e-06,255948000000000.0,12316268080006.81,-176866661790712.0,1.0,0.0,0.0,0.0,0.0,7474187552000.0,0.0,E
1,sp_zoo,2260,155000733042065.0,21904753891986.0,372.6791423002064,2.5300900000000003e-09,9.394102898000002e-07,0.0,0.0,0.0,0.0,0.0,0.0007304601884587289,0.0,0.0,-90327855610704.0,0.0,E
1,sp_zoo,493,,,,,,,,,,,,,,,,E
0,dzialalnosc_gospodarcza,549,3372924185728.0,-2404565714356.0,0.00236084478204548,0.00032015826806308894,7.716093818210001e-07,0.0,0.0,-15597685049304.0,1.0,0.0,7.431629607610001e-05,0.0,11884315483248.0,0.0,0.0,C
0,dzialalnosc_gospodarcza,493,3881696857828.0,18330079666268.0,,0.0,0.008111442321591016,-762309183196.0,0.0,-52871245960000.0,1.0,0.0,0.0313258671783225,0.0,0.0,-45057063136000.0,0.0,C
